,reviews,sentiment,int_category
6425,so wobbly makes go ape look easy even the bit where i had a meltdown on the tarzan swing 😂,strongly positive,1.0
6426,get that shit sis 😂,strongly positive,1.0
6427,lets sing aloud 😂 😂 😂,strongly positive,1.0
6428,i think we broke up or something 😕,neutral,5.0
6429,so you did go w a whore 😂,strongly positive,1.0
6430,us with mancia 😂,strongly positive,1.0
6431,shoved that mfer in her mouth right before the picture 😂,strongly positive,1.0
6432,omm ain’t shit to think about 😭  the fact they knew that was his gal 🤔 yea no face broke end of discussion,negative,2.0
6433,she ain’t crazy how she claim to be omm 😭,negative,2.0
6434,g get yo friend 😭,negative,2.0
6435,looks like he deleted this scope 😂,strongly positive,1.0
6436,all that toxic masculinity is just too sexy 😂,strongly positive,1.0
6437,i like your icon 👌 hahaha mema 😂,strongly positive,1.0
6438,that is  what i️ thought of 😂,strongly positive,1.0
6439,he keeps saying “shake my hand” 😂,strongly positive,1.0
6440,hes secretly in love with shawn 😂,strongly positive,1.0
6441,first thing i thought when i saw these pics was i know he’s slanging od 😭,negative,2.0
6442,bc we were too busy being idiots 😭,negative,2.0
6443,aren’t they always 😂 hun pain is the best pain,strongly positive,1.0
6444,so what does that say about loser hillary 😂,strongly positive,1.0
6445,soon to be snpt allan 😂,strongly positive,1.0
6446,i’m taking it back tomorrow  only wanted to wear it once 😂,strongly positive,1.0
6447,we had to be towelled dry 😕,neutral,5.0
6448,if i do snow angels naked i won’t need a bonfire i’ll be so drunk i won’t be feeling anything 😂,strongly positive,1.0
6449,i ain’t never heard of anybody using shulk as their trump card 😂,strongly positive,1.0
6450,now why dont we let these kids niggas in the military again 😂,strongly positive,1.0
6451,that was me 😭 it hurt so bad,negative,2.0
6452,i should’ve read the article lol 😂 i always read your articles but tonight was a big oops 😬,strongly positive,1.0
6453,he’s so annoying 😭,negative,2.0
6454,she knows you well bih 😂,strongly positive,1.0
6455,felger i need your thoughts since i already know what they are 😂,strongly positive,1.0
6456,i apologize for my cousins ignorance 😂 they aren’t too bright as you can see…,strongly positive,1.0
6457,rm face tho 😂,strongly positive,1.0
6458,lol jungkook is gonna be the death of me 😂 jiminie is enjoying this so much did they sit on namjoon…,strongly positive,1.0
6459,school will be so much fun for me later 😂,strongly positive,1.0
6460,look behind  on the right 😂,strongly positive,1.0
6461,lmao i saw that’s what i get for talking shit prematurely 😭,negative,2.0
6462,this look like one of the rival channels sent this driver to mess with them 😂,strongly positive,1.0
6463,had me out here bad lol 😂,strongly positive,1.0
6464,awe miss ya cuz and yes so true 😂,strongly positive,1.0
6465,doesnt mean shit 😂 ucla gets bodied by team more dominant in the pac especially usc in the state s…,strongly positive,1.0
6466,i know you’re pain 😭,negative,2.0
6467,😂 youve gone too far,strongly positive,1.0
6468,trump will never get over that night 😂,strongly positive,1.0
6469,if this isn’t me idk what is 😂,strongly positive,1.0
6470,but let’s find you a musical partner 😂,strongly positive,1.0
6471,i need him to for my idp league 😂,strongly positive,1.0
6472,this is the saddest thing ive ever heard 😭,negative,2.0
6473,you don’t count boi  bruhh i miss you no homo 😂,strongly positive,1.0
6474,😂 thats right wing propaganda look at the real stats the right wing lost elections a…,strongly positive,1.0
6475,lemme call him up right quick 😂,strongly positive,1.0
6476,boyy you better know it tell me why  aka biscuit sent me the most epic hotbox vid 😂,strongly positive,1.0
6477,i just sent this to my dad 😂,strongly positive,1.0
6478,he said click on the price not on this shoe…it could easily be overlooked 😂,strongly positive,1.0
6479,how do you let that thought even leave your head 😭,negative,2.0
6480,every time i work i’m like allison’s coming in right 😂,strongly positive,1.0
6481,i cried when she opted to serve time in jail 😂,strongly positive,1.0
6482,i need to watch it again in the morning 😂,strongly positive,1.0
6483,i wasnt ready 😂,strongly positive,1.0
6484,yes im not looking forward to it 😭,negative,2.0
6485,ali i was so sad when i woke up 😭 but thank you 😉,negative,2.0
6486,lol and don’t even be feeling like that fr 😂 just want a dude to say “damn you different”,strongly positive,1.0
6487,😂 hoes is way too pick me on this app😭 wanna get picked so bad head ass,strongly positive,1.0
6488,😂 like girl them brows are trash af you needa take the  and go to somebody better😢,strongly positive,1.0
6489,😂 like come on fam,strongly positive,1.0
6490,how’s the fingers 😂,strongly positive,1.0
6491,she knows i do too 😂,strongly positive,1.0
6492,can’t bully me   😂 that shit don’t phase me  it’s always the ones that get bullied in school or gro…,strongly positive,1.0
6493,why are you on my head rn 😂,strongly positive,1.0
6494,but those tds 😂,strongly positive,1.0
6495,and i never said you guys ain’t good 😂 never o…,strongly positive,1.0
6496,lol i know the cowboys suck my dude 😂 without…,strongly positive,1.0
6497,you see my creepin skills 😂,strongly positive,1.0
6498,i always do and get called an asshole  minutes later 😂,strongly positive,1.0
6499,my bad i’m the dmv when we agree with something we say kill 😂,strongly positive,1.0
6500,then the whole “you ain’t never liked me” speech be the worst 😂,strongly positive,1.0
6501,no fool 😂 at hates me 💀💀,strongly positive,1.0
6502,lol how do you really feel 😂,strongly positive,1.0
6503,soon as you play with it she going to jail like one too 😂,strongly positive,1.0
6504,my boss just told me 😭 someone quit and i’ve got to be the one to cover,negative,2.0
6505,bishh i love breadsticks dont get it twisted 😂,strongly positive,1.0
6506,update everyone my girl made me my own playlist 😭,negative,2.0
6507,lol acting whole fools 😂,strongly positive,1.0
6508,all bc of barb 😂 i miss u,strongly positive,1.0
6509,i am so flattered 😭,negative,2.0
6510,speaking of dragontales 😂,strongly positive,1.0
6511,same i used to confuse them both 😂,strongly positive,1.0
6512,same i used to confused them both 😂,strongly positive,1.0
6513,do you go over it in your head with the lisp 😂 its a must  lmao,strongly positive,1.0
6514,this is how u sound sometimes 😂,strongly positive,1.0
6515,‘that fat bitch’ 😂,strongly positive,1.0
6516,i’m actually crying i need to do that 😭,negative,2.0
6517,hahahaha that’s what we were trying to recreate 😂,strongly positive,1.0
6518,that’s how i️ feel too 😂,strongly positive,1.0
6519,i already miss you come home shawty 😭,negative,2.0
6520,he’s gonna get ya one way or another 😂,strongly positive,1.0
6521,agh damn that makes sense hes a real stickler about powderpuff 😂,strongly positive,1.0
6522,is spending thanksgiving with my family and im not 😂,strongly positive,1.0
6523,lmfao i surprisingly didn’t hit my head but girl idk 😂,strongly positive,1.0
6524,that’s what i think eveyrtime i go to the dentist 😂,strongly positive,1.0
6525,need a sad face for this 😭 story of my life,negative,2.0
6526,more wrenches in the already hectic plan 😂 🙄 well im glad it all worked out 😊,strongly positive,1.0
6527,i’ve just finished six of crows and i have a need to reread it 😂,strongly positive,1.0
6528,we need to teach coop some tricks 😂,strongly positive,1.0
6529,they don’t look that bad 😂,strongly positive,1.0
6530,oh shoot ok girl when my boyfriend asks why the hell there is another doggo in my house ill point him your way 😂,strongly positive,1.0
6531,i assumed it was metal 😂,strongly positive,1.0
6532,chart climbing songwhy they lying 😂,strongly positive,1.0
6533,allie you need a man first 😂 or you can third wheel,strongly positive,1.0
6534,i know why have i been a patrick star my whole life to be fair i’ve been on a long island kick for forever 😂,strongly positive,1.0
6535,i work at  😭,negative,2.0
6536,thank you finally growing up and getting a big boy job 😂,strongly positive,1.0
6537,good because i thought t was against the law or some shit at this point 😂,strongly positive,1.0
6538,i miss you 😭 come back to huntington 💕,negative,2.0
6539,one day someone’s gonna ask if you mixed with that spanish 😂,strongly positive,1.0
6540,one day to be happy all day 😂,strongly positive,1.0
6541,i am still not over this 😭,negative,2.0
6542,glad someone understands 😂,strongly positive,1.0
6543,i’ve never had that it looks too boujee for me 😂,strongly positive,1.0
6544,lmao i hope he doesn’t follow you 😂,strongly positive,1.0
6545,😂😂😂you already know i hate you so i dont have to tell you 😂 jk its a love hate relationship,strongly positive,1.0
6546,aww noo jodi 😩 the worst 😂,strongly positive,1.0
6547,i cried too 😂 thanks allison love you too ❤️,strongly positive,1.0
6548,i cried too 😂 thanks allison love you too ❤️,strongly positive,1.0
6549,i did too 😂 i️t is a great feeling ❤️,strongly positive,1.0
6550,i did too 😂 i️t is a great feeling ❤️,strongly positive,1.0
6551,it’s really depressing 😂,strongly positive,1.0
6552,i’ve never gone more than a month yet so this was a lot for me 😂 but glad we both get our men back for a few days soon,strongly positive,1.0
6553,ima start an album 😂,strongly positive,1.0
6554,she probably doesn’t even know 😂,strongly positive,1.0
6555,leave it to allison to have the schedule 😂,strongly positive,1.0
6556,memories that i’m ready to talk about 😂,strongly positive,1.0
6557,is that possible 😂,strongly positive,1.0
6558,i love how theyve taken all he jokes and used them as their own 😂,strongly positive,1.0
6559,i knew it was coming but i was still heartbroken 😭,negative,2.0
6560,it’s truly an issue 😂,strongly positive,1.0
6561,shes basically feline tyra 😂,strongly positive,1.0
6562,all i do is take l’s 😂,strongly positive,1.0
